LEAD_TITLE,LEAD_SOURCE,LEAD_STATUS,LEAD_ACCOUNT_NAME,LEAD_OPPORTUNITY_NAME,LEAD_FULL_NAME,LEAD_PRIMARY_ADDRESS_POSTCODE,LEAD_PRIMARY_ADDRESS_STREET,STATE_ID
Mrs.,Existing Customer,In Process,,,Karleigh Aguirre,D49 7PD,811-406 Purus. Street,361
Mrs.,Word of mouth,Recycled,,,Ulysses Chase,GC8V 5QS,"P.O. Box 897, 3074 Odio Rd.",439
Mr.,Email,In Process,,,Molly Guzman,K1 4GO,"P.O. Box 882, 3929 Amet Av.",345
Mr.,Conference,Recycled,,,Chava Wynn,I2 6KK,Ap #886-4134 Nullam St.,429
Ms.,Web Site,Recycled,,,Haley Cleveland,IO1 0EI,8996 Auctor Av.,14
Ms.,Partner,In Process,,,Hyacinth Hampton,I65 1JF,3296 Pellentesque Avenue,478
Ms.,Web Site,New,,,Felix Ayers,K40 2VO,Ap #443-7907 Enim. Avenue,39
Ms.,Cold Call,Converted,,,Damian Kline,W1 9PL,"114-9762 Facilisis, St.",223
Mrs.,Email,In Process,,,Ezra Floyd,EZ32 7GB,Ap #340-1910 At St.,472
Ms.,Employee,Dead,,,Kevin Sexton,IS6Z 7QA,2048 Diam St.,271
Mrs.,Campaign,Converted,,,Lenore Fletcher,XX50 6CK,"660-6393 Egestas, Av.",184
Ms.,Direct Mail,New,,,Malachi Blanchard,DL3U 8LB,"559-7022 A, Ave",238
Mrs.,Public Relations,New,,,Portia Mcclain,K64 1JX,489-325 Aliquam Av.,420
Mr.,Direct Mail,Converted,,,Cade Henry,QG8 4LC,Ap #953-4269 Nam St.,329
Mrs.,Employee,In Process,,,Macey Mcbride,DI6 4OF,1537 Egestas. St.,31
Mrs.,Cold Call,Dead,,,Cameron Hunter,B73 7NQ,Ap #887-4436 Convallis Rd.,270
Mr.,Cold Call,New,,,Lillian Branch,HN95 2KP,250-5634 Dis Avenue,406
Ms.,Self Generated,Converted,,,Noble Stevens,LG9 7SK,Ap #598-8899 Quam. St.,270
Ms.,Existing Customer,Converted,,,Aimee Rollins,OA2K 5BV,978-7890 Mauris Road,523
Mr.,Self Generated,Assigned,,,Jael Farrell,FH7 2DE,"931-6263 Mi, Ave",303
Ms.,Trade Show,Assigned,,,Cleo Gross,N2M 0MK,4516 Sit Rd.,487
Mrs.,Campaign,Dead,,,Kimberly Hooper,UE6N 6XO,"Ap #830-9406 Eu, St.",170
Mrs.,Partner,In Process,,,Alea Cash,KG4 4LX,7316 Dolor Road,326
Mrs.,Existing Customer,Dead,,,Mark Flores,H5 4ZJ,"P.O. Box 376, 5344 Dolor Rd.",86
Mr.,Public Relations,Converted,,,Lydia White,VZ4 0PU,938-584 Pede Rd.,281
Mr.,Email,Recycled,,,Wendy Calderon,S0 3TS,"P.O. Box 395, 5977 Donec Rd.",402
Mr.,Partner,Converted,,,Jermaine Simmons,ND63 7IV,687-1903 Fusce St.,430
Mr.,Direct Mail,Dead,,,Jerry Odonnell,HF09 9NS,4597 Amet Av.,407
Mrs.,Web Site,Converted,,,Ignatius Dixon,U0 5PZ,"P.O. Box 212, 378 Rutrum Av.",267
Ms.,Word of mouth,Converted,,,Oprah Manning,CJ0 7VN,7987 Velit. St.,313
Mr.,Email,In Process,,,Nerea Calderon,W2M 3CB,"7436 Tellus, Av.",465
Mrs.,Partner,New,,,Dacey Carrillo,NR6 3II,4207 Mauris Rd.,113
Mrs.,Self Generated,Converted,,,Wade Kent,AP8R 2EE,"P.O. Box 617, 4243 Semper. Rd.",22
Ms.,Web Site,Assigned,,,Kasper Hoffman,QY4V 7ID,"P.O. Box 495, 7617 Mattis. St.",484
Mr.,Trade Show,Dead,,,Sigourney Simmons,R9Z 6FC,"P.O. Box 882, 1374 Amet Street",68
Ms.,Existing Customer,Dead,,,Kenneth James,NT1 9MA,8700 Penatibus Ave,399
Mrs.,Conference,In Process,,,Celeste Davidson,E3A 9EY,Ap #522-6618 Magnis Av.,283
Mrs.,Campaign,Converted,,,Randall Daugherty,N89 5QD,"P.O. Box 171, 1155 Mauris Av.",13
Mrs.,Word of mouth,Dead,,,Aristotle Salazar,HX6N 2DH,"Ap #212-5959 Ut, Ave",317
Mr.,Web Site,Assigned,,,Isadora Wilcox,ZH7 4AM,Ap #351-4544 Eget Rd.,237
Mr.,Conference,Converted,,,Dexter Frost,B51 4QO,"P.O. Box 691, 767 Et Street",395
Mr.,Trade Show,New,,,Edan Cox,ED9 7WS,"Ap #743-9204 Lorem, Rd.",233
Ms.,Campaign,Recycled,,,Xena Sutton,M8 7FF,Ap #969-9810 Tempus Ave,331
Mrs.,Email,Converted,,,Sara Morton,J8Y 4BF,"7505 Cursus, St.",319
Ms.,Campaign,New,,,Gretchen Hewitt,E5 0YZ,897-1942 Quisque Ave,372
Ms.,Direct Mail,Dead,,,Destiny Bird,O4P 8OE,635-3698 Augue Ave,194
Ms.,Conference,In Process,,,Colin Fletcher,C2F 6RE,482-6530 Lectus St.,235
Ms.,Public Relations,Converted,,,Kylan Tanner,G1 7DD,Ap #760-897 Lorem Road,259
Ms.,Trade Show,Recycled,,,Cheryl Potter,R81 5YA,7798 Eu St.,481
Mrs.,Existing Customer,In Process,,,September Kinney,PM2L 4WN,703 Arcu Avenue,263
Ms.,Cold Call,Assigned,,,Hanae Avery,R1R 6YJ,"Ap #534-3335 Quam, Road",426
Mrs.,Word of mouth,New,,,Gay Calderon,OI4 3OI,"199-6462 Purus, St.",116
Mr.,Trade Show,In Process,,,Faith Vargas,G99 9QO,Ap #562-6998 Nisi St.,205
Mr.,Campaign,In Process,,,Knox Horn,Q76 8UI,8092 Ligula Rd.,323
Ms.,Other,Converted,,,Orla Carney,L1 1ON,"P.O. Box 899, 4559 Mi Rd.",172
Mrs.,Self Generated,New,,,Quinn Wyatt,T10 7IM,Ap #729-7519 Ac St.,480
Ms.,Cold Call,Recycled,,,Elvis Mckenzie,Z3 8LC,626-6145 Adipiscing St.,361
Mrs.,Email,In Process,,,Ima Butler,E66 1DD,"2125 Ornare, Av.",37
Mr.,Self Generated,Converted,,,Barrett Melendez,DH8E 1DN,"P.O. Box 101, 2341 Magna Rd.",385
Mrs.,Conference,In Process,,,Alexa Hodge,FR1B 6VO,919-7075 Tellus. Street,432
Ms.,Partner,Assigned,,,Sigourney Brewer,YD8D 5WZ,"P.O. Box 500, 3558 Ornare Av.",98
Mr.,Conference,Dead,,,Charissa Floyd,W79 5DE,250-3348 Cras Avenue,366
Ms.,Conference,Dead,,,Octavia Waller,OF34 9KO,"685 Non, St.",500
Mrs.,Direct Mail,Converted,,,Kylynn Shaffer,H8A 7FQ,Ap #513-1777 Sagittis Street,71
Ms.,Trade Show,Converted,,,Samantha Rush,VA6 0VY,9664 Placerat. St.,70
Mr.,Web Site,Recycled,,,Dai Bell,NA6R 6RK,"P.O. Box 426, 9367 Nisi St.",88
Ms.,Public Relations,Recycled,,,Adara Willis,OI4 9ZX,"P.O. Box 701, 3878 Integer Rd.",171
Ms.,Partner,Assigned,,,Duncan Steele,O57 5RY,Ap #699-9882 Libero Ave,482
Ms.,Public Relations,In Process,,,Tyler Farrell,M15 5XA,7907 Euismod Avenue,484
Mr.,Email,New,,,Brady Hurst,HI40 2JV,Ap #323-7971 Sit Rd.,141
Mr.,Trade Show,Recycled,,,Perry Glass,F6 3YE,"P.O. Box 955, 600 Iaculis Av.",319
Ms.,Conference,Recycled,,,Daquan Oneil,U87 3CD,Ap #471-9688 Eu St.,192
Mrs.,Other,Dead,,,Carl Hines,C75 7EJ,Ap #556-7942 Sagittis Av.,44
Mrs.,Partner,In Process,,,Alea Peck,U1Q 1WN,"644-748 Purus, Road",181
Mrs.,Employee,In Process,,,Lyle Potter,UB4 0TG,902 Nulla. Rd.,163
Ms.,Self Generated,Recycled,,,Quincy Welch,P2B 5SA,3676 Dictum Av.,83
Mr.,Web Site,Assigned,,,Carol Garrett,BK11 6HE,206-5590 Nunc Av.,298
Ms.,Self Generated,Assigned,,,Lysandra Hays,QC0Z 9CO,Ap #583-5184 Sagittis Avenue,273
Ms.,Word of mouth,Converted,,,Herrod Marsh,NN9 1EL,4064 A St.,14
Mr.,Trade Show,New,,,Rudyard Jenkins,II3Y 6HF,712-9726 Elit St.,141
Ms.,Self Generated,In Process,,,Thaddeus Harrison,SO9 8BZ,"P.O. Box 867, 6074 Arcu St.",439
Ms.,Other,In Process,,,Cara Tucker,MT1V 3YC,Ap #129-5775 Aliquam Rd.,412
Mrs.,Word of mouth,Assigned,,,Jeanette Rhodes,S7O 6WV,9004 Parturient Street,203
Mrs.,Web Site,Recycled,,,Teegan Welch,G43 9QY,Ap #318-7417 Fringilla Rd.,78
Mr.,Employee,Dead,,,Lionel Downs,Y8 7PD,191-8983 Ridiculus Av.,32
Mr.,Direct Mail,Recycled,,,Lisandra Dennis,PD5 7HV,Ap #330-7523 Duis Ave,111
Mr.,Public Relations,New,,,Ainsley Parks,B0 4PX,"8713 Eu, Rd.",176
Ms.,Conference,In Process,,,Grant Flowers,CU1S 2LE,Ap #671-8385 Mauris Street,417
Mr.,Public Relations,In Process,,,Vaughan Fuentes,M5 3OR,203 Ac Av.,186
Ms.,Existing Customer,Dead,,,Whoopi Randolph,WW5B 0AK,Ap #510-1606 Nulla Rd.,71
Mr.,Conference,New,,,Zenaida Bryan,D3H 2TO,960-5962 Lobortis Road,86
Ms.,Cold Call,In Process,,,Dominique Witt,J74 5ZE,"P.O. Box 774, 8009 Venenatis Av.",493
Mrs.,Direct Mail,Assigned,,,Karen Dillon,UQ59 1SV,"P.O. Box 931, 3678 Non Rd.",509
Ms.,Partner,Recycled,,,Shafira Carson,P8 7RG,785-5273 Eleifend. Road,129
Ms.,Public Relations,In Process,,,Claudia Ayala,L3 3WB,867-5988 Donec Rd.,220
Ms.,Partner,In Process,,,Daryl Park,E1D 1QY,7620 Elit Street,313
Ms.,Email,Converted,,,Upton Wright,D7H 2YP,Ap #115-191 Duis Av.,382
Ms.,Trade Show,Converted,,,Thane Holland,F5Z 8AH,"5698 Scelerisque, Road",170
Ms.,Conference,Recycled,,,Rajah Morrison,OJ76 6ND,9457 Gravida. Road,33
Ms.,Employee,In Process,,,Callum Ray,IJ16 3OA,"P.O. Box 489, 1824 Tempus St.",219
Mr.,Employee,Assigned,,,Preston Bennett,M8P 9GK,4499 Nunc Rd.,474
Ms.,Email,Converted,,,Brooke Gould,XU28 2YJ,"P.O. Box 269, 8176 A, St.",34
Mr.,Trade Show,Dead,,,Lillith Morgan,B5Y 0JX,"P.O. Box 546, 6437 Fermentum Street",393
Mr.,Trade Show,In Process,,,Rowan Hodges,HK9 1HZ,"P.O. Box 133, 2937 Massa Av.",58
Ms.,Trade Show,Dead,,,Zephr Bennett,Q42 9TD,614-7951 Ullamcorper Av.,60
Mr.,Email,Converted,,,Lucas Randall,N5N 2LT,3259 Cras Rd.,413
Mr.,Direct Mail,New,,,Alexa Cobb,CO9 4RP,"P.O. Box 654, 998 Massa Street",258
Mr.,Existing Customer,Recycled,,,Doris Kirkland,D2V 6WC,8519 Tristique Avenue,97
Mr.,Direct Mail,Assigned,,,Jane Barber,A18 4RK,"P.O. Box 647, 5019 Parturient Av.",214
Ms.,Existing Customer,Dead,,,Nissim Gallagher,N79 0UB,Ap #932-2215 Eros. Avenue,179
Mrs.,Partner,Assigned,,,Luke Brown,YX7 2VG,Ap #487-3989 Dui. Avenue,6
Mrs.,Public Relations,Dead,,,Brynn Acosta,AS08 2UF,8501 Velit. St.,434
Ms.,Campaign,Recycled,,,Christopher Barber,N5H 2JQ,Ap #978-7186 Eget Street,487
Mrs.,Word of mouth,In Process,,,Dale Walls,B3D 6NP,"P.O. Box 426, 6620 Orci Ave",393
Mr.,Conference,Converted,,,Wyatt Curtis,W1K 3XA,965 Mattis. St.,321
Ms.,Employee,Recycled,,,Nehru Dean,O70 2EI,Ap #795-8444 Pede. Street,526
Mr.,Conference,In Process,,,Robin Lopez,SB9B 0RB,7508 Feugiat Road,374
Mrs.,Direct Mail,Assigned,,,Amy Pruitt,TD24 8HA,4163 At Avenue,55
Ms.,Existing Customer,Assigned,,,Echo Kirby,NN2V 2ZD,Ap #637-4927 Ante. Ave,328
Mrs.,Conference,Converted,,,Joel Dillon,HH8 2YA,496-1437 Lobortis Road,303
Mr.,Public Relations,In Process,,,Neve Baker,ST6 5UL,9043 Gravida Av.,203
Mrs.,Other,Dead,,,Emmanuel Johnson,D18 0FT,"P.O. Box 688, 9131 Ipsum Av.",373
Mrs.,Employee,Assigned,,,Colin Warren,E33 8VA,6669 Arcu Ave,138
Mr.,Other,In Process,,,Malcolm Lee,LM7E 9AZ,Ap #913-8068 Ligula. Rd.,438
Mrs.,Trade Show,In Process,,,Kevin Navarro,LT3L 8EB,5462 Eleifend Rd.,499
Ms.,Campaign,Recycled,,,Jackson Montgomery,R28 0OO,882-5927 Nisl. Road,409
Ms.,Self Generated,Recycled,,,Brynn Alford,QE9J 1OT,5694 Nunc Rd.,208
Mrs.,Employee,In Process,,,Clinton Flowers,QR25 0AN,Ap #948-6842 Odio Rd.,80
Mr.,Public Relations,New,,,Russell Elliott,FX6U 3SL,"3982 Nec, Rd.",530
Mr.,Partner,Converted,,,Stewart Marshall,E5L 3ZO,494-4214 Turpis. Street,366
Mr.,Web Site,In Process,,,Bevis Simon,AT3 7XU,Ap #715-305 Dolor Rd.,483
Mrs.,Employee,Recycled,,,Aaron Norman,BV0T 1OJ,8946 Sem Road,40
Ms.,Word of mouth,New,,,Rhiannon Gates,KB6 4GU,"P.O. Box 608, 4639 Dictum St.",270
Mr.,Campaign,In Process,,,Cadman Guerra,D86 0WO,"P.O. Box 543, 1942 Vestibulum Rd.",467
Mrs.,Partner,Dead,,,Camille Sellers,NG53 0QC,464-8324 Et Avenue,351
Mr.,Trade Show,New,,,Perry Reed,U3 1MD,924-2110 Sed Street,186
Ms.,Existing Customer,In Process,,,Alvin Compton,IH82 0OA,Ap #676-580 Sapien. Road,65
Ms.,Email,Converted,,,Connor Lee,B2 2WH,1938 Litora St.,272
Ms.,Employee,Converted,,,Candice Acosta,LC9 1LC,5583 Lectus. Rd.,531
Mr.,Partner,New,,,Tyrone Sharp,P4 7AT,721-7792 Mauris Ave,493
Mrs.,Word of mouth,Converted,,,Cullen Dean,LZ1 2UL,5331 Pellentesque Rd.,292
Mrs.,Public Relations,Converted,,,Hall Griffith,T8 8BE,1223 Cubilia Rd.,46
Ms.,Public Relations,Dead,,,Victoria Delacruz,T53 8YP,Ap #294-2875 Egestas Av.,527
Ms.,Public Relations,In Process,,,Noble Gilbert,P0R 3IE,"526-8201 Augue, St.",173
Mr.,Web Site,New,,,Heidi Lawrence,OW2 3DR,"P.O. Box 475, 688 Augue Road",266
Ms.,Word of mouth,Dead,,,Zenia Atkinson,JB1A 4PL,Ap #725-5399 Nisl. Road,371
Ms.,Campaign,Recycled,,,Melvin York,FV11 5GB,"1866 Et, Street",317
Mrs.,Public Relations,Dead,,,Emery Soto,J6 2HX,"P.O. Box 576, 565 Fermentum Ave",390
Ms.,Campaign,Recycled,,,Christian Moon,P5C 1UP,"P.O. Box 415, 4435 Ipsum. St.",288
Mr.,Word of mouth,Assigned,,,Mia Cruz,M67 9IU,"P.O. Box 329, 2190 Nec, Avenue",35
Mr.,Other,Converted,,,Ebony Russell,V67 5UG,"P.O. Box 621, 1475 Quis Av.",209
Mrs.,Public Relations,Assigned,,,Cecilia Avila,D7T 4NO,791 Nonummy St.,358
Mrs.,Public Relations,Converted,,,Rae Compton,F3 4EF,7683 Adipiscing St.,222
Mr.,Campaign,Recycled,,,Shaeleigh Banks,JP4 8CB,"4102 Et, Ave",470
Ms.,Email,Assigned,,,Porter Cummings,U2O 5SH,5273 Ut Avenue,503
Mr.,Direct Mail,New,,,Nina Reeves,Y32 8YJ,Ap #128-3126 Ac St.,107
Ms.,Other,Dead,,,Leroy Ellis,E8 3FZ,"P.O. Box 521, 6413 Nunc St.",238
Mrs.,Employee,In Process,,,Ima Saunders,HU0F 0OS,1916 Duis Ave,530
Mr.,Public Relations,In Process,,,Idona Faulkner,GM01 3OH,Ap #995-1342 Felis Av.,430
Ms.,Cold Call,Assigned,,,Eric Rodriquez,W9D 8ME,476-9401 Dictum St.,451
Mrs.,Word of mouth,New,,,Colin Campbell,Z9 3PK,Ap #596-8146 Rhoncus. St.,168
Mr.,Cold Call,Assigned,,,Belle Lindsey,R6W 1PY,8941 Neque. Rd.,365
Mr.,Employee,Assigned,,,Chester Mcgowan,K9W 9PE,4761 Lorem Ave,34
Mrs.,Conference,Converted,,,Ebony Walker,DM0A 0YI,Ap #113-6972 Eros. Ave,218
Mr.,Existing Customer,Dead,,,Tamekah Glenn,O1 2PD,"Ap #764-4096 Ornare, St.",371
Mr.,Word of mouth,Recycled,,,Arden Pittman,P5 2MH,293-9144 Sit Rd.,403
Mrs.,Public Relations,Recycled,,,Cherokee Branch,HJ0 1GV,2104 Lobortis Avenue,68
Mr.,Existing Customer,New,,,Dalton Cherry,KC0 5GT,"Ap #965-2951 Et, Street",469
Mr.,Partner,Dead,,,Valentine Stout,RR6F 1GY,3074 Morbi Rd.,515
Mr.,Self Generated,New,,,Lacota Landry,S94 2HJ,"742-1777 A, Rd.",34
Ms.,Employee,Dead,,,Zelenia Hood,BQ58 8BP,"P.O. Box 724, 4083 Mollis. St.",23
Mr.,Direct Mail,New,,,Joel Sanchez,E0 2VC,"P.O. Box 253, 9358 Sed Rd.",336
Mr.,Self Generated,Recycled,,,Ishmael Pratt,H28 3DM,524-1968 Sit Avenue,5
Ms.,Web Site,New,,,Destiny Schmidt,P81 5CG,"323-4559 Quis, Avenue",218
Ms.,Campaign,Converted,,,Kaitlin George,IS88 8GS,407-9822 In Av.,134
Mrs.,Existing Customer,Converted,,,Jack Alvarado,J7R 1OF,9806 Imperdiet Road,86
Mr.,Conference,New,,,Penelope Haney,EY2 2CG,Ap #705-6720 Lectus Rd.,235
Mr.,Existing Customer,Recycled,,,Britanni Downs,F3Z 5PK,7066 A Rd.,48
Mrs.,Direct Mail,Converted,,,Laith Parks,H5 3OP,Ap #866-4391 Quam Road,117
Mr.,Cold Call,Converted,,,Anastasia Sharpe,W3A 5WT,1558 Porttitor Street,500
Ms.,Conference,Converted,,,Elizabeth Le,CA0 8QQ,"1105 Rutrum, Rd.",452
Ms.,Cold Call,Recycled,,,Sandra Ingram,KF2 0RQ,"P.O. Box 248, 6999 Ridiculus Avenue",505
Mr.,Direct Mail,Dead,,,Eve Bentley,JU6M 9KU,1419 Quisque Road,100
Ms.,Conference,Dead,,,Ifeoma Mack,JB6O 9PX,754 Mi Rd.,328
Mrs.,Other,Converted,,,Shellie Alvarez,K9Y 0TT,Ap #716-8122 Tortor Road,271
Mr.,Employee,Assigned,,,Paul Roberson,L84 2BQ,611-726 Feugiat. Av.,337
Ms.,Word of mouth,Assigned,,,Holmes Jacobs,B61 9WC,Ap #239-1224 Laoreet St.,16
Mrs.,Employee,In Process,,,Reagan Burgess,XP3Z 4AN,471-9525 Proin Rd.,146
Ms.,Self Generated,Assigned,,,Zorita Huffman,Q15 4RM,"P.O. Box 882, 9966 Diam Street",439
Ms.,Partner,Converted,,,Stone Cantu,W5 4TM,1543 Parturient St.,319
Mr.,Cold Call,In Process,,,Cruz Forbes,I0O 6GM,527-7329 Commodo Avenue,194
Ms.,Public Relations,Dead,,,Carlos Moody,XI8Y 9FN,345-7459 Magnis Av.,386
Mr.,Cold Call,Recycled,,,Taylor Tyler,HD0J 8MJ,"Ap #143-9565 Lobortis, St.",411
Ms.,Conference,In Process,,,Teegan Johnson,M6L 7TO,8179 Donec Road,117
Ms.,Web Site,Converted,,,Shaeleigh Forbes,CT5 2ZC,519-1894 Morbi St.,366
Mrs.,Existing Customer,Dead,,,Herrod Gaines,PF1 1YS,834-7342 Massa St.,402
Mr.,Existing Customer,Assigned,,,Vernon Byers,D47 5QD,6734 Dui. St.,456
Ms.,Web Site,Converted,,,Deanna Armstrong,W2 5QS,"P.O. Box 992, 4553 Vitae, Street",419
Ms.,Conference,Dead,,,Lenore Guerra,ZW7Y 3WT,991-7900 Nunc Av.,215
Mrs.,Other,In Process,,,Adrienne Strickland,OM56 3YU,398 Suspendisse Rd.,425
Ms.,Email,Converted,,,Candice Blackburn,R7 8NH,Ap #905-2632 Pede Rd.,3
Mr.,Web Site,Converted,,,Thane Weber,C97 6FH,Ap #955-5651 Vitae St.,508
Mr.,Word of mouth,Assigned,,,Fuller Collier,MI2B 8YM,1544 Donec St.,357
Mr.,Public Relations,Assigned,,,Kaitlin Beach,BT4 3TN,Ap #181-7211 Ante Rd.,104
Ms.,Existing Customer,Dead,,,Trevor Barber,I0 8EK,"P.O. Box 479, 7701 Pretium Rd.",224
Mrs.,Trade Show,Converted,,,Courtney Hendricks,VA3Y 8MA,3993 Pellentesque St.,294
Mr.,Existing Customer,Converted,,,Lionel Mcconnell,SB7 8UZ,"P.O. Box 865, 5809 Enim Street",446
Ms.,Trade Show,Converted,,,Winter Martinez,TU5 4FZ,"Ap #457-2579 Vitae, Rd.",297
Mrs.,Public Relations,Converted,,,Cyrus Espinoza,T17 2TT,Ap #553-6110 Suspendisse Road,432
Ms.,Cold Call,In Process,,,Kevin Riddle,AY69 0TH,321-4534 Nec Road,394
Mr.,Campaign,In Process,,,Jameson Santana,NN83 7XS,Ap #528-4591 Nunc Road,261
Mr.,Email,Recycled,,,Maggie Duncan,Q25 1HE,370-5008 Auctor Rd.,24
Ms.,Existing Customer,Converted,,,Branden Marshall,WN6 9CV,925-7318 Est Ave,317
Ms.,Partner,In Process,,,Sage Baker,JB76 8HU,Ap #478-7153 Donec St.,428
Mrs.,Self Generated,New,,,Baxter Calderon,CK0U 1CK,3298 Elit. Avenue,204
Ms.,Partner,Recycled,,,Chester Velazquez,MX0A 2BD,Ap #664-4993 Neque Street,329
Mr.,Self Generated,Assigned,,,Blossom Schroeder,LJ0 5AG,883 Amet Road,14
Mrs.,Public Relations,New,,,Gray Swanson,F39 3LP,843-4626 Urna. St.,382
Ms.,Email,In Process,,,Mohammad Roberson,Q49 0UF,422-985 Neque Avenue,462
Mr.,Self Generated,In Process,,,Latifah Doyle,V55 0VE,"636-6590 Mauris, Ave",265
Mr.,Partner,Assigned,,,Adam Hopkins,U1V 2IN,"P.O. Box 451, 9385 Donec St.",416
Mrs.,Trade Show,Converted,,,April Hopper,EH8 2PY,4312 Cum Avenue,239
Mrs.,Existing Customer,Recycled,,,Leigh Kerr,S71 7GY,Ap #726-9960 Sit St.,483
Mrs.,Partner,Assigned,,,Igor Fisher,Q5X 2JI,124-8246 Ipsum. Ave,483
Mr.,Trade Show,In Process,,,Noel Spence,P6 8GX,4796 Arcu. Av.,172
Mr.,Email,In Process,,,Edward Gibbs,AY3 7WH,"P.O. Box 542, 6058 Lacus. Road",176
Mr.,Campaign,Recycled,,,Adele Wright,PX2 3FW,"P.O. Box 768, 6519 Tempor Rd.",19
Ms.,Cold Call,Recycled,,,Dean Fuller,ZY98 7YH,Ap #488-1936 Nisl St.,388
Mrs.,Trade Show,New,,,Clayton Nolan,O55 8YO,639-5922 Vivamus Ave,132
Mrs.,Email,Converted,,,James Mcclure,CL0K 4AH,693-2849 Ipsum Street,111
Ms.,Other,New,,,Mannix Mcneil,PQ96 1OK,"248-2243 Erat, Street",120
Mr.,Employee,Dead,,,Natalie Hogan,EG96 4CX,2828 Aliquet Ave,325
Ms.,Other,In Process,,,Kylee Hill,WG79 4MU,"P.O. Box 715, 6479 Non Av.",450
Mr.,Trade Show,Dead,,,Raphael Baxter,HC0 9NI,"P.O. Box 362, 8255 Odio. Avenue",422
Mrs.,Word of mouth,Dead,,,Emerson Manning,LX40 9QC,"P.O. Box 420, 195 Malesuada Avenue",296
Ms.,Direct Mail,Recycled,,,Cadman Torres,U78 5MG,6170 Sociosqu Rd.,132
Mrs.,Cold Call,Dead,,,Sharon Gallagher,M76 9JK,868-7030 Amet Street,31
Mrs.,Cold Call,Dead,,,Leslie Spence,C3 6XS,Ap #402-7988 Lobortis St.,57
Ms.,Campaign,In Process,,,Sebastian Fields,BS3 3KS,Ap #373-2180 Risus Road,485
Mrs.,Cold Call,New,,,Bruno Kirby,A5 0WT,Ap #241-9254 Enim Rd.,99
Ms.,Trade Show,Dead,,,Len Walters,IR0 9OR,"P.O. Box 378, 9045 Natoque Rd.",162
Mrs.,Web Site,Converted,,,Laurel Flowers,MO6E 1DO,"3048 In, Ave",513
Ms.,Employee,Dead,,,Francis Moran,S2B 1JB,"1988 Ullamcorper, Ave",369
Ms.,Public Relations,In Process,,,Hunter William,OM38 0WK,Ap #644-3039 Curae St.,299
Mrs.,Word of mouth,Converted,,,Keegan Fry,I4T 9RZ,"3657 Vulputate, Av.",344
Mrs.,Direct Mail,Recycled,,,Yuri Melendez,TX9 4VN,Ap #988-9628 Magnis Rd.,299
Mr.,Employee,In Process,,,Sawyer Lowe,C0 6MO,"P.O. Box 167, 662 Sapien. Av.",271
Mr.,Email,New,,,Elliott Moore,Z8Z 7LR,Ap #386-7204 Dui. Rd.,262
Mr.,Campaign,Converted,,,Allistair Caldwell,T73 6KC,Ap #485-3303 Parturient Road,371
Ms.,Partner,Assigned,,,Alexander Miranda,YK29 7GC,Ap #335-1182 In Avenue,214
Mr.,Trade Show,Converted,,,Ila Roth,E1U 0IK,Ap #151-5364 Facilisis Road,224
Mrs.,Public Relations,In Process,,,Nathaniel Rowland,C5W 0TW,"P.O. Box 431, 930 Consectetuer, Rd.",393
Ms.,Self Generated,Assigned,,,Deborah Russo,J5J 2SP,"P.O. Box 711, 644 Nascetur Rd.",470
Mr.,Conference,In Process,,,Katell Mccall,AN0 2ZY,2968 Dolor. Av.,78
Mrs.,Employee,Recycled,,,Walter Bernard,K7V 8SM,292-849 In Rd.,513
Mr.,Partner,In Process,,,Madeline Mckee,MD5 4XF,"P.O. Box 486, 1623 Neque Road",35
Mr.,Conference,New,,,Chelsea Lyons,GJ0Y 9QO,1931 Mauris Avenue,339
Mr.,Self Generated,Converted,,,Curran Bright,NA2 2KU,"5711 Magna, Rd.",90
Mrs.,Email,In Process,,,Damian Chandler,P52 2UG,925-328 Pharetra St.,454
Mrs.,Cold Call,Assigned,,,Burke Stuart,A3W 3FH,Ap #403-137 Malesuada. St.,414
Mrs.,Trade Show,In Process,,,Gavin Slater,G26 2DP,"3982 Non, St.",501
Ms.,Self Generated,Converted,,,Connor Cannon,I41 3PP,"Ap #645-5821 Sed, Rd.",58
Ms.,Self Generated,Dead,,,Nina Steele,W7R 8EX,1141 Egestas Street,514
Ms.,Cold Call,Assigned,,,Virginia Hess,DP46 5PC,"Ap #715-4915 Non, St.",57
Mr.,Web Site,Assigned,,,Rana Turner,KS9F 4WJ,430-764 Semper Road,55
Ms.,Direct Mail,Dead,,,Sydnee Davenport,X3Z 3TA,Ap #684-9710 Mauris Rd.,85
Mr.,Existing Customer,New,,,Rhona Boyer,ET7A 4QK,Ap #192-9734 Aenean Ave,261
Ms.,Word of mouth,Dead,,,Angelica Wright,WH2 1JC,3089 Tincidunt Av.,62
Mrs.,Cold Call,Converted,,,Mark Benjamin,BQ48 0HS,820-4680 In Av.,136
Mrs.,Web Site,Converted,,,Clio Juarez,M1 2DO,640-9300 In St.,22
Ms.,Trade Show,Recycled,,,Sylvester Hampton,X44 6BD,8535 Suscipit St.,514
Mr.,Cold Call,Dead,,,Beau Holder,KE5P 4RS,"P.O. Box 219, 2929 Arcu. Av.",234
Mrs.,Employee,Assigned,,,Diana Baird,AI62 8HJ,Ap #796-6648 Pharetra. Avenue,418
Mrs.,Existing Customer,Recycled,,,Rina Clayton,Y9 8FH,Ap #978-3709 Lectus Ave,492
